obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,46.199989318847656,30.752703418901234,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 00:00:00,64,0.0,POINT (30.752703418901234 46.199989318847656)
1,0.0,0.0,0.0,0.0,46.199353350217095,30.76070047591751,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 01:00:00,64,0.0,POINT (30.76070047591751 46.199353350217095)
2,0.0,0.0,0.0,0.0,46.19526809674837,30.762573155413154,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 02:00:00,64,0.0,POINT (30.762573155413154 46.19526809674837)
3,0.0,0.0,0.0,0.0,46.197241536953406,30.7700957009636,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 03:00:00,64,0.0,POINT (30.7700957009636 46.197241536953406)
4,0.0,0.0,0.0,0.0,46.19547686647667,30.771169308682673,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 04:00:00,64,0.0,POINT (30.771169308682673 46.19547686647667)
5,0.0,0.0,0.0,0.0,46.196249994211406,30.76840345808738,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 05:00:00,64,0.0,POINT (30.76840345808738 46.196249994211406)
6,0.0,0.0,0.0,0.0,46.195415419582964,30.764893766672902,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 06:00:00,64,0.0,POINT (30.764893766672902 46.195415419582964)
7,0.0,0.0,0.0,0.0,46.19799838328495,30.761610114043837,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 07:00:00,64,0.0,POINT (30.761610114043837 46.19799838328495)
8,0.0,0.0,0.0,0.0,46.19697460711513,30.759516682739438,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 08:00:00,64,0.0,POINT (30.759516682739438 46.19697460711513)
9,0.0,0.0,0.0,0.0,46.19542879464429,30.76623455026539,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 09:00:00,64,0.0,POINT (30.76623455026539 46.19542879464429)
10,0.0,0.0,0.0,0.0,46.19141044024911,30.763640247835486,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 10:00:00,64,0.0,POINT (30.763640247835486 46.19141044024911)
11,0.0,0.0,0.0,0.0,46.19221817271479,30.763039904369805,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 11:00:00,64,0.0,POINT (30.763039904369805 46.19221817271479)
12,0.0,0.0,0.0,0.0,46.19182797569665,30.766891922391256,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 12:00:00,64,0.0,POINT (30.766891922391256 46.19182797569665)
13,0.0,0.0,0.0,0.0,46.18934260864259,30.768644502661218,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 13:00:00,64,0.0,POINT (30.768644502661218 46.18934260864259)
14,0.0,0.0,0.0,0.0,46.18802085906484,30.769790556456996,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 14:00:00,64,0.0,POINT (30.769790556456996 46.18802085906484)
15,0.0,0.0,0.0,0.0,46.18454929559978,30.7648896913359,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 15:00:00,64,0.0,POINT (30.7648896913359 46.18454929559978)
16,0.0,0.0,0.0,0.0,46.1821030046659,30.758011262721386,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 16:00:00,64,0.0,POINT (30.758011262721386 46.1821030046659)
17,0.0,0.0,0.0,0.0,46.178194116811405,30.76047801698381,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 17:00:00,64,0.0,POINT (30.76047801698381 46.178194116811405)
18,0.0,0.0,0.0,0.0,46.179073907575514,30.754787838563097,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 18:00:00,64,0.0,POINT (30.754787838563097 46.179073907575514)
19,0.0,0.0,0.0,0.0,46.17610119084538,30.752132083294143,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 19:00:00,64,0.0,POINT (30.752132083294143 46.17610119084538)
20,0.0,0.0,0.0,0.0,46.17578499586071,30.747711620253604,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 20:00:00,64,0.0,POINT (30.747711620253604 46.17578499586071)
21,0.0,0.0,0.0,0.0,46.1750804545573,30.743502722866076,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 21:00:00,64,0.0,POINT (30.743502722866076 46.1750804545573)
22,0.0,0.0,0.0,0.0,46.17547554165451,30.74425118593431,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 22:00:00,64,0.0,POINT (30.74425118593431 46.17547554165451)
23,0.0,0.0,0.0,0.0,46.17374742196015,30.741994769390445,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-06 23:00:00,64,0.0,POINT (30.741994769390445 46.17374742196015)
24,0.0,0.0,0.0,0.0,46.171268862365594,30.73833621546576,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 00:00:00,64,0.0,POINT (30.73833621546576 46.171268862365594)
25,0.0,0.0,0.0,0.0,46.17295709227691,30.728855267606342,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 01:00:00,64,0.0,POINT (30.728855267606342 46.17295709227691)
26,0.0,0.0,0.0,0.0,46.17059230763732,30.727266589546318,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 02:00:00,64,0.0,POINT (30.727266589546318 46.17059230763732)
27,0.0,0.0,0.0,0.0,46.17048807661894,30.728053877546298,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 03:00:00,64,0.0,POINT (30.728053877546298 46.17048807661894)
28,0.0,0.0,0.0,0.0,46.16700281164675,30.725362642322693,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 04:00:00,64,0.0,POINT (30.725362642322693 46.16700281164675)
29,0.0,0.0,0.0,0.0,46.16733687720409,30.71825331766677,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 05:00:00,64,0.0,POINT (30.71825331766677 46.16733687720409)
30,0.0,0.0,0.0,0.0,46.17081216712445,30.719258383558593,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 06:00:00,64,0.0,POINT (30.719258383558593 46.17081216712445)
31,0.0,0.0,0.0,0.0,46.16827644354182,30.719512314175137,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 07:00:00,64,0.0,POINT (30.719512314175137 46.16827644354182)
32,0.0,0.0,0.0,0.0,46.169951922215354,30.718327150709083,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 08:00:00,64,0.0,POINT (30.718327150709083 46.169951922215354)
33,0.0,0.0,0.0,0.0,46.17360623346999,30.71664632286531,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 09:00:00,64,0.0,POINT (30.71664632286531 46.17360623346999)
34,0.0,0.0,0.0,0.0,46.17591779591388,30.71365234906064,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 10:00:00,64,0.0,POINT (30.71365234906064 46.17591779591388)
35,0.0,0.0,0.0,0.0,46.18093235407931,30.711934368804922,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 11:00:00,64,0.0,POINT (30.711934368804922 46.18093235407931)
36,0.0,0.0,0.0,0.0,46.18181966733607,30.709603947118158,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 12:00:00,64,0.0,POINT (30.709603947118158 46.18181966733607)
37,0.0,0.0,0.0,0.0,46.17711112883614,30.70399626268703,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 13:00:00,64,0.0,POINT (30.70399626268703 46.17711112883614)
38,0.0,0.0,0.0,0.0,46.176659636323116,30.695912141832036,46.19999,30.752703,0.0,46.19999,30.752703,2016-10-07 14:00:00,64,0.0,POINT (30.695912141832036 46.176659636323116)
