obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,46.20002365112305,30.74862907842949,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 00:00:00,79,0.0,POINT (30.74862907842949 46.20002365112305)
1,0.0,0.0,0.0,0.0,46.19881662041606,30.747659584134908,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 01:00:00,79,0.0,POINT (30.747659584134908 46.19881662041606)
2,0.0,0.0,0.0,0.0,46.20066510659931,30.7470546458951,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 02:00:00,79,0.0,POINT (30.7470546458951 46.20066510659931)
3,0.0,0.0,0.0,0.0,46.19882412137901,30.74278732833212,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 03:00:00,79,0.0,POINT (30.74278732833212 46.19882412137901)
4,0.0,0.0,0.0,0.0,46.19993952604209,30.737030938127102,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 04:00:00,79,0.0,POINT (30.737030938127102 46.19993952604209)
5,0.0,0.0,0.0,0.0,46.19726854606258,30.732839749165148,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 05:00:00,79,0.0,POINT (30.732839749165148 46.19726854606258)
6,0.0,0.0,0.0,0.0,46.19764120075033,30.731726837597748,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 06:00:00,79,0.0,POINT (30.731726837597748 46.19764120075033)
7,0.0,0.0,0.0,0.0,46.193511601594224,30.72697527011861,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 07:00:00,79,0.0,POINT (30.72697527011861 46.193511601594224)
8,0.0,0.0,0.0,0.0,46.18980478766231,30.722397594820826,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 08:00:00,79,0.0,POINT (30.722397594820826 46.18980478766231)
9,0.0,0.0,0.0,0.0,46.18644525181781,30.711643700127702,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 09:00:00,79,0.0,POINT (30.711643700127702 46.18644525181781)
10,0.0,0.0,0.0,0.0,46.186570596810874,30.70885564192144,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 10:00:00,79,0.0,POINT (30.70885564192144 46.186570596810874)
11,0.0,0.0,0.0,0.0,46.17967902186524,30.70853919093837,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 11:00:00,79,0.0,POINT (30.70853919093837 46.17967902186524)
12,0.0,0.0,0.0,0.0,46.17760980163895,30.702912084967643,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 12:00:00,79,0.0,POINT (30.702912084967643 46.17760980163895)
13,0.0,0.0,0.0,0.0,46.173000565938466,30.699963286216416,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 13:00:00,79,0.0,POINT (30.699963286216416 46.173000565938466)
14,0.0,0.0,0.0,0.0,46.171117832775074,30.696196572700373,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 14:00:00,79,0.0,POINT (30.696196572700373 46.171117832775074)
15,0.0,0.0,0.0,0.0,46.17508452512328,30.693452366038986,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 15:00:00,79,0.0,POINT (30.693452366038986 46.17508452512328)
16,0.0,0.0,0.0,0.0,46.1769673172253,30.688691979109702,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 16:00:00,79,0.0,POINT (30.688691979109702 46.1769673172253)
17,0.0,0.0,0.0,0.0,46.171426871962744,30.685734865589637,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 17:00:00,79,0.0,POINT (30.685734865589637 46.171426871962744)
18,0.0,0.0,0.0,0.0,46.17411555493061,30.674561009857886,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 18:00:00,79,0.0,POINT (30.674561009857886 46.17411555493061)
19,0.0,0.0,0.0,0.0,46.17847136692825,30.667684494874152,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 19:00:00,79,0.0,POINT (30.667684494874152 46.17847136692825)
20,0.0,0.0,0.0,0.0,46.17742561668203,30.667511882188787,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 20:00:00,79,0.0,POINT (30.667511882188787 46.17742561668203)
21,0.0,0.0,0.0,0.0,46.17970837572484,30.66189025234844,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 21:00:00,79,0.0,POINT (30.66189025234844 46.17970837572484)
22,0.0,0.0,0.0,0.0,46.17738584761205,30.657223601061894,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 22:00:00,79,0.0,POINT (30.657223601061894 46.17738584761205)
23,0.0,0.0,0.0,0.0,46.180583519019144,30.646935474232617,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-07 23:00:00,79,0.0,POINT (30.646935474232617 46.180583519019144)
24,0.0,0.0,0.0,0.0,46.18441336192609,30.64856493358018,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 00:00:00,79,0.0,POINT (30.64856493358018 46.18441336192609)
25,0.0,0.0,0.0,0.0,46.18591466872505,30.646334668780764,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 01:00:00,79,0.0,POINT (30.646334668780764 46.18591466872505)
26,0.0,0.0,0.0,0.0,46.18445437192351,30.647012943812065,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 02:00:00,79,0.0,POINT (30.647012943812065 46.18445437192351)
27,0.0,0.0,0.0,0.0,46.184020582687744,30.651925081157568,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 03:00:00,79,0.0,POINT (30.651925081157568 46.184020582687744)
28,0.0,0.0,0.0,0.0,46.1838510891004,30.65187547679408,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 04:00:00,79,0.0,POINT (30.65187547679408 46.1838510891004)
29,0.0,0.0,0.0,0.0,46.182137380373625,30.64823241090781,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 05:00:00,79,0.0,POINT (30.64823241090781 46.182137380373625)
30,0.0,0.0,0.0,0.0,46.175521585740945,30.645962764396675,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 06:00:00,79,0.0,POINT (30.645962764396675 46.175521585740945)
31,0.0,0.0,0.0,0.0,46.17402087799562,30.633956164175217,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 07:00:00,79,0.0,POINT (30.633956164175217 46.17402087799562)
32,0.0,0.0,0.0,0.0,46.167195247746335,30.625953252231934,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 08:00:00,79,0.0,POINT (30.625953252231934 46.167195247746335)
33,0.0,0.0,0.0,0.0,46.1596599414598,30.62735125287304,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 09:00:00,79,0.0,POINT (30.62735125287304 46.1596599414598)
34,0.0,0.0,0.0,0.0,46.153008808197484,30.618081356860802,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 10:00:00,79,0.0,POINT (30.618081356860802 46.153008808197484)
35,0.0,0.0,0.0,0.0,46.14708928277045,30.612973088438785,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 11:00:00,79,0.0,POINT (30.612973088438785 46.14708928277045)
36,0.0,0.0,0.0,0.0,46.14779176463856,30.604572314869063,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 12:00:00,79,0.0,POINT (30.604572314869063 46.14779176463856)
37,0.0,0.0,0.0,0.0,46.13811242249194,30.60013519790363,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 13:00:00,79,0.0,POINT (30.60013519790363 46.13811242249194)
38,0.0,0.0,0.0,0.0,46.130706757915846,30.597645609345673,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 14:00:00,79,0.0,POINT (30.597645609345673 46.130706757915846)
39,0.0,0.0,0.0,0.0,46.11913400975828,30.591628759034936,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 15:00:00,79,0.0,POINT (30.591628759034936 46.11913400975828)
40,0.0,0.0,0.0,0.0,46.11332984480181,30.590063635674518,46.200024,30.748629,0.0,46.200024,30.748629,2016-10-08 16:00:00,79,0.0,POINT (30.590063635674518 46.11332984480181)
