lat,lon,timestamp,TSM (mg/l),Temperature (˚C),Salinity (‰),Oxygen (mg/L),Oxygen (%),Conductivity (Ohm-1),Sound (m/s),Station,Sampling depth (m)
41.012475,39.746764,2014-03-26 10:46:00,None,10.95,17.13,7.67,86.6,27.72,None,D8,5.1
41.012475,39.746764,2014-03-26 10:46:00,None,10.86,17.26,7.51,84.2,28.07,None,D8,10.11
41.012475,39.746764,2014-03-26 10:46:00,None,10.78,17.34,7.47,76.3,28.19,None,D8,15.13
41.012475,39.746764,2014-03-26 10:46:00,None,9.54,17.49,6.53,74.68,28.35,None,D8,20.07
41.012475,39.746764,2014-03-26 10:46:00,None,9.42,17.51,5.91,66.82,28.41,None,D8,30.49
41.012475,39.746764,2014-03-26 10:46:00,None,8.82,17.62,5.56,51.2,28.57,None,D8,39.99
41.012772,39.740344,2014-03-26 11:10:00,None,9.18,17.03,8.1,85,27.73,None,D9,0.66
41.012772,39.740344,2014-03-26 11:10:00,None,9.21,17.09,7.67,84.1,27.75,None,D9,5.15
41.012772,39.740344,2014-03-26 11:10:00,None,9.21,17.16,7.6,83.56,27.78,None,D9,10.12
41.012772,39.740344,2014-03-26 11:10:00,None,9.2,17.21,7.54,76,27.81,None,D9,15.06
41.012772,39.740344,2014-03-26 11:10:00,None,9.21,17.22,6.21,72,27.85,None,D9,20.07
41.012772,39.740344,2014-03-26 11:10:00,None,9.1,17.27,5.93,61,27.88,None,D9,30.51
41.009444,39.738056,2014-03-26 11:28:00,5,10.08,17.08,8.2,87.2,27.76,None,D10,0.64
41.009444,39.738056,2014-03-26 11:28:00,None,9.91,17.13,8.1,85.3,27.81,None,D10,5.66
41.006833,39.738906,2014-03-26 11:45:00,None,10.25,17.06,7.5,78.1,27.49,None,D11,0.64
41.006833,39.738906,2014-03-26 11:45:00,None,10.23,17.06,7.2,76.3,27.46,None,D11,2.12
41.006833,39.738906,2014-03-26 11:45:00,None,10.18,17.09,6.8,75.2,27.42,None,D11,4.68
41.006833,39.738906,2014-03-26 11:45:00,None,10.04,17.11,6.4,74.6,27.38,None,D11,6.6
41.006833,39.738906,2014-03-26 11:45:00,None,9.86,17.13,5.8,68.5,27.36,None,D11,8.12
41.004142,39.741275,2014-03-26 12:13:00,7,10.25,17.06,6.7,75.1,27.59,None,D12,0.64
41.004142,39.741275,2014-03-26 12:13:00,None,10.24,17.06,6.5,73.3,27.51,None,D12,2.18
41.004142,39.741275,2014-03-26 12:13:00,None,10.21,17.09,6.4,72.4,27.48,None,D12,4.63
41.004142,39.741275,2014-03-26 12:13:00,None,9.87,17.11,6.1,71.1,27.44,None,D12,6.63
41.004142,39.741275,2014-03-26 12:13:00,None,9.76,17.13,5.8,67.5,27.38,None,D12,8.14
41.004142,39.741275,2014-03-26 12:13:00,None,9.65,17.13,4.3,63.1,27.32,None,D12,9.58
41.001003,39.757106,2014-03-26 12:30:00,216,7.3,0.12,4.8,66.1,0.487,None,D13,0.64
41.010731,39.768925,2014-05-25 08:45:00,68,20.1311,10.932,8.241,97.16,16.6988,1495.118,D1,1.969
41.010731,39.768925,2014-05-25 08:45:00,None,20.1175,13.845,8.091,97.03,20.7385,1498.323,D1,2.429
41.010731,39.768925,2014-05-25 08:45:00,None,18.8978,17.349,8.416,100.63,24.8268,1498.61,D1,2.954
41.010731,39.768925,2014-05-25 08:45:00,None,18.6808,17.429,9.014,107.37,24.8133,1498.053,D1,3.429
41.010731,39.768925,2014-05-25 08:45:00,None,18.507,17.528,9.438,112.09,24.8464,1497.645,D1,3.971
41.010731,39.768925,2014-05-25 08:45:00,None,18.0145,17.605,9.704,114.2,24.6772,1496.235,D1,4.463
41.010731,39.768925,2014-05-25 08:45:00,None,17.6686,17.623,9.758,114.05,24.5106,1495.192,D1,4.906
41.010731,39.768925,2014-05-25 08:45:00,None,17.4593,17.622,9.697,112.87,24.3954,1494.548,D1,5.448
41.010731,39.768925,2014-05-25 08:45:00,None,17.0448,17.682,9.604,110.9,24.2446,1493.322,D1,5.924
41.010731,39.768925,2014-05-25 08:45:00,None,16.4169,17.729,9.52,108.56,23.9603,1491.385,D1,6.449
41.010731,39.768925,2014-05-25 08:45:00,None,16.2668,17.745,9.388,106.74,23.8991,1490.929,D1,6.908
41.010731,39.768925,2014-05-25 08:45:00,None,16.1414,17.752,9.194,104.27,23.839,1490.54,D1,7.4
41.010731,39.768925,2014-05-25 08:45:00,None,16.0279,17.76,9.084,102.79,23.7876,1490.19,D1,7.893
41.010731,39.768925,2014-05-25 08:45:00,None,15.076,17.799,9.249,102.64,23.3183,1487.12,D1,8.418
41.010731,39.768925,2014-05-25 08:45:00,None,15.4337,17.765,9.741,108.89,23.4714,1488.272,D1,8.91
41.010731,39.768925,2014-05-25 08:45:00,None,15.3492,17.764,9.745,108.75,23.4249,1488,D1,9.386
41.010731,39.768925,2014-05-25 08:45:00,None,15.1405,17.77,9.772,108.57,23.3183,1487.324,D1,9.911
41.010731,39.768925,2014-05-25 08:45:00,None,14.9974,17.766,9.799,108.55,23.2362,1486.852,D1,10.387
41.010731,39.768925,2014-05-25 08:45:00,None,14.8301,17.759,9.855,108.79,23.1381,1486.295,D1,10.945
41.010731,39.768925,2014-05-25 08:45:00,None,14.4392,17.787,9.888,108.27,22.9605,1485.022,D1,11.404
41.010731,39.768925,2014-05-25 08:45:00,None,14.4191,17.772,9.938,108.77,22.9323,1484.945,D1,11.913
41.010731,39.768925,2014-05-25 08:45:00,None,14.2867,17.758,9.977,108.88,22.8453,1484.489,D1,12.389
41.010731,39.768925,2014-05-25 08:45:00,None,13.7079,17.786,10.097,108.86,22.5672,1482.552,D1,12.881
41.010731,39.768925,2014-05-25 08:45:00,None,13.3449,17.784,10.077,107.8,22.3712,1481.305,D1,13.472
41.010731,39.768925,2014-05-25 08:45:00,31,13.0747,17.829,10.096,107.41,22.2781,1480.423,D1,13.882
41.006469,39.761147,2014-05-25 09:12:00,None,20.1069,17.031,7.998,97.71,25.0584,1501.827,D2,2.314
41.006469,39.761147,2014-05-25 09:12:00,None,19.6498,17.231,8.084,98.01,25.0792,1500.711,D2,2.461
41.006469,39.761147,2014-05-25 09:12:00,None,18.9936,17.421,8.373,100.34,24.9726,1498.978,D2,2.954
41.006469,39.761147,2014-05-25 09:12:00,None,18.7453,17.478,8.759,104.5,24.9113,1498.303,D2,3.462
41.006469,39.761147,2014-05-25 09:12:00,None,18.1552,17.595,9.093,107.29,24.741,1496.647,D2,3.938
41.006469,39.761147,2014-05-25 09:12:00,None,17.2689,17.698,9.443,109.54,24.3868,1494.021,D2,4.414
41.006469,39.761147,2014-05-25 09:12:00,None,17.0437,17.716,9.509,109.82,24.2863,1493.342,D2,4.988
41.006469,39.761147,2014-05-25 09:12:00,None,16.8598,17.711,9.528,109.63,24.1797,1492.762,D2,5.464
41.006469,39.761147,2014-05-25 09:12:00,None,16.537,17.732,9.498,108.58,24.0302,1491.765,D2,5.924
41.006469,39.761147,2014-05-25 09:12:00,None,16.4169,17.745,9.389,107.09,23.9812,1491.404,D2,6.416
41.006469,39.761147,2014-05-25 09:12:00,None,16.3921,17.742,9.33,106.35,23.964,1491.329,D2,6.941
41.006469,39.761147,2014-05-25 09:12:00,None,16.3578,17.74,9.241,105.26,23.9419,1491.224,D2,7.433
41.006469,39.761147,2014-05-25 09:12:00,None,16.3129,17.742,9.142,104.04,23.9211,1491.091,D2,7.942
41.006469,39.761147,2014-05-25 09:12:00,None,16.3164,17.741,9.108,103.66,23.9211,1491.109,D2,8.434
41.006469,39.761147,2014-05-25 09:12:00,None,16.317,17.738,9.124,103.85,23.9187,1491.116,D2,8.894
41.004031,39.758264,2014-05-25 09:26:00,189,19.8698,15.856,8.028,96.96,23.355,1499.826,D3,2.264
41.004031,39.758264,2014-05-25 09:26:00,None,19.5482,16.614,8.036,96.89,24.2042,1499.722,D3,2.429
41.012083,39.762886,2014-05-25 09:53:00,None,21.5838,1.364,8.426,96.62,2.461,1488.706,D4,1.838
41.012083,39.762886,2014-05-25 09:53:00,None,21.0842,3.24,8.422,96.69,5.5059,1489.354,D4,1.969
41.012083,39.762886,2014-05-25 09:53:00,None,20.448,9.698,8.227,96.89,15.0558,1494.69,D4,2.429
41.012083,39.762886,2014-05-25 09:53:00,None,20.6295,16.648,7.902,97.28,24.8206,1502.929,D4,2.97
41.012083,39.762886,2014-05-25 09:53:00,None,19.7474,17.31,8.193,99.56,25.2373,1501.103,D4,3.462
41.012083,39.762886,2014-05-25 09:53:00,None,19.2992,17.455,8.512,102.64,25.1846,1499.947,D4,3.955
41.012083,39.762886,2014-05-25 09:53:00,None,18.2427,17.631,9.442,111.63,24.8353,1496.964,D4,4.463
41.012083,39.762886,2014-05-25 09:53:00,None,17.2145,17.726,9.651,111.85,24.3929,1493.89,D4,4.906
41.012083,39.762886,2014-05-25 09:53:00,None,16.7758,17.783,9.634,110.71,24.2238,1492.578,D4,5.464
41.012083,39.762886,2014-05-25 09:53:00,None,16.7333,17.725,9.613,110.33,24.1282,1492.384,D4,5.956
41.012083,39.762886,2014-05-25 09:53:00,None,16.4849,17.748,9.613,109.79,24.0216,1491.625,D4,6.399
41.012083,39.762886,2014-05-25 09:53:00,None,16.4495,17.743,9.555,109.05,23.9959,1491.515,D4,7.007
41.012083,39.762886,2014-05-25 09:53:00,None,16.3164,17.744,9.544,108.63,23.9248,1491.095,D4,7.4
41.012083,39.762886,2014-05-25 09:53:00,None,16.1237,17.744,9.534,108.08,23.8206,1490.484,D4,7.958
41.012083,39.762886,2014-05-25 09:53:00,None,15.8369,17.753,9.536,107.48,23.6748,1489.57,D4,8.418
41.012083,39.762886,2014-05-25 09:53:00,None,15.4615,17.768,9.538,106.68,23.4898,1488.366,D4,8.894
41.012083,39.762886,2014-05-25 09:53:00,None,15.277,17.771,9.551,106.43,23.3942,1487.77,D4,9.386
41.012083,39.762886,2014-05-25 09:53:00,None,15.1759,17.773,9.594,106.68,23.3415,1487.446,D4,9.944
41.012083,39.762886,2014-05-25 09:53:00,None,14.9903,17.755,9.645,106.82,23.2202,1486.818,D4,10.452
41.012083,39.762886,2014-05-25 09:53:00,None,14.6598,17.78,9.684,106.53,23.0708,1485.748,D4,10.879
41.012083,39.762886,2014-05-25 09:53:00,None,14.5208,17.793,9.756,107.02,23.012,1485.305,D4,11.404
41.012083,39.762886,2014-05-25 09:53:00,None,14.2353,17.783,9.865,107.55,22.8466,1484.336,D4,11.979
41.012083,39.762886,2014-05-25 09:53:00,None,13.9296,17.788,9.889,107.12,22.6885,1483.308,D4,12.389
41.012083,39.762886,2014-05-25 09:53:00,None,13.7759,17.784,9.921,107.12,22.6015,1482.784,D4,12.914
41.012083,39.762886,2014-05-25 09:53:00,None,13.6499,17.794,9.934,106.97,22.5452,1482.37,D4,13.406
41.012083,39.762886,2014-05-25 09:53:00,None,13.5725,17.797,9.967,107.15,22.5072,1482.115,D4,13.899
41.012083,39.762886,2014-05-25 09:53:00,None,13.2745,17.795,10.059,107.46,22.3455,1481.087,D4,14.374
41.012083,39.762886,2014-05-25 09:53:00,None,12.7453,17.832,10.109,106.79,22.1054,1479.286,D4,14.867
41.0084,39.756206,2014-05-25 10:22:00,167,20.3682,2.747,8.571,96.75,4.6432,1486.658,D5,1.854
41.0084,39.756206,2014-05-25 10:22:00,None,20.2435,7.901,8.345,96.86,12.4034,1492.073,D5,1.936
41.0084,39.756206,2014-05-25 10:22:00,None,20.1382,8.852,8.346,97.22,13.7471,1492.829,D5,2.461
41.0084,39.756206,2014-05-25 10:22:00,None,20.9021,17.073,8.135,100.93,25.545,1504.179,D5,2.986
41.0084,39.756206,2014-05-25 10:22:00,None,20.3351,17.408,8.438,103.77,25.6896,1502.926,D5,3.446
41.0084,39.756206,2014-05-25 10:22:00,None,18.9457,17.497,9.281,111.17,25.0461,1498.936,D5,3.971
41.0084,39.756206,2014-05-25 10:22:00,None,17.2003,17.764,9.66,111.95,24.4321,1493.88,D5,4.414
41.0084,39.756206,2014-05-25 10:22:00,None,17.0105,17.732,9.671,111.62,24.2887,1493.255,D5,4.955
41.0084,39.756206,2014-05-25 10:22:00,None,16.9177,17.723,9.654,111.21,24.2262,1492.959,D5,5.448
41.0084,39.756206,2014-05-25 10:22:00,None,16.68,17.735,9.637,110.49,24.1111,1492.225,D5,5.94
41.0084,39.756206,2014-05-25 10:22:00,None,16.5529,17.741,9.609,109.89,24.0498,1491.834,D5,6.399
41.0084,39.756206,2014-05-25 10:22:00,None,16.4926,17.74,9.56,109.2,24.0155,1491.648,D5,6.908
41.0084,39.756206,2014-05-25 10:22:00,None,16.4028,17.742,9.529,108.65,23.9689,1491.37,D5,7.417
41.0084,39.756206,2014-05-25 10:22:00,None,16.1964,17.744,9.528,108.18,23.8598,1490.718,D5,7.942
41.0084,39.756206,2014-05-25 10:22:00,None,16.025,17.744,9.526,107.78,23.7667,1490.171,D5,8.418
41.0084,39.756206,2014-05-25 10:22:00,None,15.7559,17.75,9.539,107.34,23.6283,1489.311,D5,8.91
41.0084,39.756206,2014-05-25 10:22:00,None,15.4219,17.752,9.571,106.96,23.4494,1488.227,D5,9.451
41.0084,39.756206,2014-05-25 10:22:00,None,15.0943,17.774,9.592,106.47,23.2987,1487.176,D5,9.895
41.0084,39.756206,2014-05-25 10:22:00,None,14.872,17.748,9.625,106.32,23.1479,1486.416,D5,10.469
41.0084,39.756206,2014-05-25 10:22:00,None,14.4836,17.778,9.711,106.43,22.974,1485.153,D5,10.896
41.0084,39.756206,2014-05-25 10:22:00,None,14.3305,17.786,9.762,106.65,22.9005,1484.653,D5,11.404
41.0084,39.756206,2014-05-25 10:22:00,None,14.2098,17.783,9.781,106.59,22.8331,1484.249,D5,11.88
41.0084,39.756206,2014-05-25 10:22:00,None,13.9793,17.795,9.816,106.44,22.7228,1483.485,D5,12.389
41.0084,39.756206,2014-05-25 10:22:00,None,13.9278,17.79,9.829,106.47,22.6897,1483.312,D5,12.881
41.0084,39.756206,2014-05-25 10:22:00,None,13.7564,17.79,9.892,106.76,22.5979,1482.732,D5,13.406
41.0084,39.756206,2014-05-25 10:22:00,None,13.7321,17.791,9.934,107.16,22.5856,1482.658,D5,13.915
41.0084,39.756206,2014-05-25 10:22:00,None,13.712,17.797,9.964,107.45,22.5819,1482.603,D5,14.374
41.0084,39.756206,2014-05-25 10:22:00,None,13.6759,17.792,10.005,107.8,22.5574,1482.482,D5,14.883
41.0084,39.756206,2014-05-25 10:22:00,None,13.3194,17.764,10.094,107.91,22.3345,1481.224,D5,15.359
41.0084,39.756206,2014-05-25 10:22:00,None,12.487,17.814,10.219,107.33,21.9486,1478.368,D5,15.868
41.0084,39.756206,2014-05-25 10:22:00,None,12.1287,17.854,10.214,106.47,21.8028,1477.146,D5,16.376
41.0084,39.756206,2014-05-25 10:22:00,None,11.9117,17.866,10.199,105.81,21.7012,1476.39,D5,16.934
41.0084,39.756206,2014-05-25 10:22:00,None,11.8478,17.868,10.159,105.25,21.6693,1476.169,D5,17.361
41.0084,39.756206,2014-05-25 10:22:00,None,11.4464,17.881,10.208,104.84,21.4709,1474.738,D5,17.87
41.0084,39.756206,2014-05-25 10:22:00,None,11.2944,17.881,10.221,104.61,21.3913,1474.192,D5,18.379
41.0084,39.756206,2014-05-25 10:22:00,None,11.0828,17.879,10.213,104.03,21.2774,1473.421,D5,18.838
41.0084,39.756206,2014-05-25 10:22:00,None,10.4584,17.924,10.276,103.25,20.9969,1471.171,D5,19.396
41.0084,39.756206,2014-05-25 10:22:00,None,10.2332,17.962,10.249,102.48,20.9198,1470.382,D5,19.856
41.0084,39.756206,2014-05-25 10:22:00,None,10.2042,17.945,10.204,101.96,20.8867,1470.261,D5,20.364
41.0084,39.756206,2014-05-25 10:22:00,None,10.1965,17.949,10.157,101.47,20.8867,1470.245,D5,20.906
41.0084,39.756206,2014-05-25 10:22:00,None,10.1799,17.946,10.144,101.3,20.8744,1470.186,D5,21.365
41.0084,39.756206,2014-05-25 10:22:00,None,10.1297,17.949,10.134,101.09,20.8512,1470.008,D5,21.841
41.0084,39.756206,2014-05-25 10:22:00,None,9.8571,17.986,10.152,100.66,20.7483,1469.034,D5,22.383
41.0084,39.756206,2014-05-25 10:22:00,None,9.7211,17.985,10.177,100.59,20.676,1468.524,D5,22.842
41.0084,39.756206,2014-05-25 10:22:00,None,9.6709,17.998,10.133,100.06,20.6626,1468.356,D5,23.335
41.0084,39.756206,2014-05-25 10:22:00,None,9.6531,18.003,10.052,99.22,20.6589,1468.303,D5,23.844
41.0084,39.756206,2014-05-25 10:22:00,None,9.6573,18.01,9.994,98.66,20.6687,1468.335,D5,24.352
41.0084,39.756206,2014-05-25 10:22:00,None,9.6325,18.016,9.952,98.19,20.6626,1468.257,D5,24.845
41.0084,39.756206,2014-05-25 10:22:00,None,9.6011,18.023,9.897,97.58,20.6528,1468.152,D5,25.321
41.0084,39.756206,2014-05-25 10:22:00,None,9.5917,18.027,9.855,97.15,20.6528,1468.13,D5,25.813
41.0084,39.756206,2014-05-25 10:22:00,None,9.5857,18.028,9.82,96.79,20.6503,1468.116,D5,26.305
41.0084,39.756206,2014-05-25 10:22:00,42,9.5804,18.029,9.796,96.55,20.6491,1468.106,D5,26.814
41.005319,39.755806,2014-05-25 10:48:00,137,20.1311,10.932,8.241,97.16,16.6988,1495.118,D6,1.969
41.005319,39.755806,2014-05-25 10:48:00,None,20.1175,13.845,8.091,97.03,20.7385,1498.323,D6,2.429
41.005319,39.755806,2014-05-25 10:48:00,None,18.8978,17.349,8.416,100.63,24.8268,1498.61,D6,2.954
41.005319,39.755806,2014-05-25 10:48:00,None,18.6808,17.429,9.014,107.37,24.8133,1498.053,D6,3.429
41.005319,39.755806,2014-05-25 10:48:00,None,18.507,17.528,9.438,112.09,24.8464,1497.645,D6,3.971
41.005319,39.755806,2014-05-25 10:48:00,None,18.0145,17.605,9.704,114.2,24.6772,1496.235,D6,4.463
41.005319,39.755806,2014-05-25 10:48:00,None,17.6686,17.623,9.758,114.05,24.5106,1495.192,D6,4.906
41.005319,39.755806,2014-05-25 10:48:00,None,17.4593,17.622,9.697,112.87,24.3954,1494.548,D6,5.448
41.005319,39.755806,2014-05-25 10:48:00,None,17.0448,17.682,9.604,110.9,24.2446,1493.322,D6,5.924
41.005319,39.755806,2014-05-25 10:48:00,None,16.4169,17.729,9.52,108.56,23.9603,1491.385,D6,6.449
41.005319,39.755806,2014-05-25 10:48:00,None,16.2668,17.745,9.388,106.74,23.8991,1490.929,D6,6.908
41.005319,39.755806,2014-05-25 10:48:00,None,16.1414,17.752,9.194,104.27,23.839,1490.54,D6,7.4
41.005319,39.755806,2014-05-25 10:48:00,None,16.0279,17.76,9.084,102.79,23.7876,1490.19,D6,7.893
41.005328,39.75,2014-05-25 11:10:00,None,21.1599,13.223,8.009,97.63,20.3307,1500.661,D7,2.379
41.005328,39.75,2014-05-25 11:10:00,None,20.3954,13.784,8.232,99.22,20.7789,1499.072,D7,2.511
41.005328,39.75,2014-05-25 11:10:00,None,20.0785,14.701,8.465,101.94,21.8922,1499.169,D7,2.986
41.005328,39.75,2014-05-25 11:10:00,None,19.6138,16.766,8.842,106.83,24.4419,1500.103,D7,3.446
41.005328,39.75,2014-05-25 11:10:00,None,18.8446,17.403,9.344,111.64,24.8684,1498.528,D7,4.004
41.005328,39.75,2014-05-25 11:10:00,None,18.3006,17.499,9.809,116.01,24.6968,1496.992,D7,4.43
41.005328,39.75,2014-05-25 11:10:00,None,16.9455,17.687,10.42,120.08,24.1968,1492.997,D7,4.906
41.005328,39.75,2014-05-25 11:10:00,None,16.7705,17.712,10.387,119.3,24.1319,1492.479,D7,5.431
41.005328,39.75,2014-05-25 11:10:00,None,16.6806,17.727,9.985,114.48,24.1025,1492.218,D7,5.907
41.005328,39.75,2014-05-25 11:10:00,None,16.3838,17.734,9.659,110.08,23.9493,1491.285,D7,6.399
41.005328,39.75,2014-05-25 11:10:00,None,16.2715,17.747,9.286,105.6,23.904,1490.946,D7,6.908
41.005328,39.75,2014-05-25 11:10:00,None,16.2526,17.744,9.08,103.21,23.8905,1490.891,D7,7.417
41.005328,39.75,2014-05-25 11:10:00,None,16.1402,17.749,8.974,101.78,23.8353,1490.541,D7,7.893
41.005328,39.75,2014-05-25 11:10:00,None,16.0173,17.751,8.87,100.35,23.7704,1490.154,D7,8.467
41.005328,39.75,2014-05-25 11:10:00,None,15.9321,17.754,8.824,99.65,23.7287,1489.889,D7,8.894
41.005328,39.75,2014-05-25 11:10:00,None,15.7352,17.766,8.971,100.91,23.6356,1489.269,D7,9.386
41.005328,39.75,2014-05-25 11:10:00,None,15.6643,17.767,9.136,102.61,23.5988,1489.047,D7,9.927
41.012475,39.746764,2014-05-25 11:33:00,None,20.3351,0.013,9.217,102.31,0.0096,1483.418,D8,1.264
41.012475,39.746764,2014-05-25 11:33:00,None,19.9685,0.01,8.952,98.65,-0.0026,1482.297,D8,1.428
41.012475,39.746764,2014-05-25 11:33:00,None,21.5785,16.337,8.452,105.76,24.8917,1505.267,D8,1.969
41.012475,39.746764,2014-05-25 11:33:00,None,21.0854,17.36,8.795,109.68,26.0378,1505.008,D8,2.445
41.012475,39.746764,2014-05-25 11:33:00,None,20.5994,17.418,9.243,114.25,25.849,1503.692,D8,2.937
41.012475,39.746764,2014-05-25 11:33:00,None,19.3909,17.518,9.627,116.33,25.3182,1500.281,D8,3.429
41.012475,39.746764,2014-05-25 11:33:00,None,18.8617,17.568,9.784,117.05,25.0927,1498.763,D8,3.938
41.012475,39.746764,2014-05-25 11:33:00,None,18.0665,17.685,9.991,117.75,24.8071,1496.484,D8,4.48
41.012475,39.746764,2014-05-25 11:33:00,None,17.3978,17.697,10.107,117.55,24.4566,1494.432,D8,4.906
41.012475,39.746764,2014-05-25 11:33:00,None,16.9035,17.728,10.085,116.15,24.225,1492.92,D8,5.448
41.012475,39.746764,2014-05-25 11:33:00,None,16.615,17.735,10.009,114.61,24.0767,1492.018,D8,5.924
41.012475,39.746764,2014-05-25 11:33:00,None,16.3726,17.723,9.946,113.32,23.9297,1491.236,D8,6.416
41.012475,39.746764,2014-05-25 11:33:00,None,16.0179,17.755,9.797,110.83,23.7753,1490.136,D8,6.941
41.012475,39.746764,2014-05-25 11:33:00,None,15.9954,17.75,9.724,109.95,23.7581,1490.066,D8,7.4
41.012475,39.746764,2014-05-25 11:33:00,None,15.75,17.777,9.713,109.29,23.6577,1489.306,D8,7.893
41.012475,39.746764,2014-05-25 11:33:00,None,15.5301,17.759,9.707,108.72,23.5155,1488.573,D8,8.401
41.012475,39.746764,2014-05-25 11:33:00,None,15.3344,17.768,9.7,108.2,23.4212,1487.948,D8,8.926
41.012475,39.746764,2014-05-25 11:33:00,None,15.1399,17.768,9.722,108.02,23.3158,1487.312,D8,9.402
41.012475,39.746764,2014-05-25 11:33:00,None,14.8159,17.774,9.773,107.85,23.1479,1486.248,D8,9.911
41.012475,39.746764,2014-05-25 11:33:00,None,14.6077,17.769,9.812,107.81,23.0303,1485.553,D8,10.387
41.012475,39.746764,2014-05-25 11:33:00,None,14.5214,17.774,9.817,107.67,22.9899,1485.277,D8,10.928
41.012475,39.746764,2014-05-25 11:33:00,None,14.4777,17.776,9.834,107.76,22.9691,1485.139,D8,11.388
41.012475,39.746764,2014-05-25 11:33:00,None,14.2335,17.77,9.896,107.88,22.8306,1484.314,D8,11.897
41.012475,39.746764,2014-05-25 11:33:00,None,13.968,17.792,9.929,107.65,22.713,1483.443,D8,12.389
41.012475,39.746764,2014-05-25 11:33:00,None,13.8581,17.807,9.945,107.58,22.6726,1483.094,D8,12.914
41.012475,39.746764,2014-05-25 11:33:00,None,13.8037,17.794,9.957,107.58,22.6273,1482.898,D8,13.39
41.012475,39.746764,2014-05-25 11:33:00,None,13.6706,17.781,9.978,107.49,22.5415,1482.435,D8,13.915
41.012475,39.746764,2014-05-25 11:33:00,None,13.4377,17.792,10.006,107.26,22.43,1481.651,D8,14.374
41.012475,39.746764,2014-05-25 11:33:00,None,13.1521,17.802,10.031,106.88,22.2891,1480.678,D8,14.883
41.012475,39.746764,2014-05-25 11:33:00,None,12.9824,17.812,10.034,106.52,22.2095,1480.105,D8,15.408
41.012475,39.746764,2014-05-25 11:33:00,None,12.7205,17.846,10.046,106.07,22.1091,1479.232,D8,15.851
41.012475,39.746764,2014-05-25 11:33:00,None,12.5006,17.846,10.069,105.81,21.9915,1478.461,D8,16.36
41.012475,39.746764,2014-05-25 11:33:00,None,12.4148,17.846,10.065,105.57,21.9461,1478.165,D8,16.852
41.012475,39.746764,2014-05-25 11:33:00,None,12.3681,17.838,10.07,105.5,21.9118,1477.997,D8,17.361
41.012475,39.746764,2014-05-25 11:33:00,None,12.3155,17.843,10.054,105.22,21.8898,1477.824,D8,17.853
41.012475,39.746764,2014-05-25 11:33:00,None,12.1931,17.828,10.065,105.05,21.809,1477.379,D8,18.395
41.012475,39.746764,2014-05-25 11:33:00,None,11.6858,17.822,10.128,104.52,21.5334,1475.554,D8,18.854
41.012475,39.746764,2014-05-25 11:33:00,None,10.9243,17.876,10.267,104.21,21.1904,1472.842,D8,19.347
41.012475,39.746764,2014-05-25 11:33:00,None,10.5861,17.911,10.215,102.93,21.0508,1471.64,D8,19.905
41.012475,39.746764,2014-05-25 11:33:00,None,10.4939,17.915,10.211,102.68,21.0067,1471.31,D8,20.397
41.012475,39.746764,2014-05-25 11:33:00,None,10.4017,17.931,10.208,102.44,20.9749,1470.992,D8,20.922
41.012475,39.746764,2014-05-25 11:33:00,None,10.3011,17.928,10.217,102.3,20.9198,1470.621,D8,21.398
41.012475,39.746764,2014-05-25 11:33:00,None,10.1356,17.951,10.232,102.07,20.8573,1470.034,D8,21.825
41.012475,39.746764,2014-05-25 11:33:00,None,9.9364,17.961,10.259,101.89,20.763,1469.303,D8,22.399
41.012475,39.746764,2014-05-25 11:33:00,None,9.8039,17.998,10.271,101.73,20.7324,1468.854,D8,22.875
41.012475,39.746764,2014-05-25 11:33:00,None,9.7152,18.008,10.242,101.24,20.6969,1468.539,D8,23.433
41.012475,39.746764,2014-05-25 11:33:00,None,9.6916,18.009,10.224,101,20.6858,1468.458,D8,23.942
41.012475,39.746764,2014-05-25 11:33:00,None,9.6555,18.015,10.195,100.64,20.6736,1468.336,D8,24.418
41.012475,39.746764,2014-05-25 11:33:00,None,9.6431,18.016,10.173,100.4,20.6675,1468.296,D8,24.812
41.012475,39.746764,2014-05-25 11:33:00,None,9.633,18.015,10.149,100.14,20.6613,1468.265,D8,25.321
41.012475,39.746764,2014-05-25 11:33:00,None,9.5751,18.031,10.109,99.62,20.6479,1468.072,D8,25.846
41.012475,39.746764,2014-05-25 11:33:00,None,9.5136,18.037,10.082,99.22,20.6222,1467.853,D8,26.404
41.012475,39.746764,2014-05-25 11:33:00,None,9.4705,18.05,10.055,98.86,20.6136,1467.712,D8,26.88
41.012475,39.746764,2014-05-25 11:33:00,None,9.4616,18.055,10.001,98.31,20.6136,1467.691,D8,27.339
41.012475,39.746764,2014-05-25 11:33:00,None,9.4527,18.057,9.939,97.69,20.6111,1467.667,D8,27.815
41.012475,39.746764,2014-05-25 11:33:00,None,9.4427,18.057,9.899,97.27,20.6062,1467.637,D8,28.324
41.012475,39.746764,2014-05-25 11:33:00,None,9.4261,18.061,9.861,96.86,20.6026,1467.587,D8,28.8
41.012475,39.746764,2014-05-25 11:33:00,None,9.3936,18.078,9.809,96.29,20.6026,1467.491,D8,29.309
41.012475,39.746764,2014-05-25 11:33:00,None,9.3735,18.082,9.781,95.97,20.5964,1467.428,D8,29.85
41.012475,39.746764,2014-05-25 11:33:00,None,9.3362,18.093,9.754,95.64,20.5891,1467.306,D8,30.294
41.012772,39.740344,2014-05-25 12:10:00,None,22.1614,0.012,8.701,100.1,-0.005,1488.847,D9,1.805
