obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,46.20001983642578,30.75077934803734,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 00:00:00,74,0.0,POINT (30.75077934803734 46.20001983642578)
1,0.0,0.0,0.0,0.0,46.19999855677003,30.7536252993192,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 01:00:00,74,0.0,POINT (30.7536252993192 46.19999855677003)
2,0.0,0.0,0.0,0.0,46.19940948324527,30.751233453887238,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 02:00:00,74,0.0,POINT (30.751233453887238 46.19940948324527)
3,0.0,0.0,0.0,0.0,46.20008742921557,30.748775034576973,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 03:00:00,74,0.0,POINT (30.748775034576973 46.20008742921557)
4,0.0,0.0,0.0,0.0,46.19881226030347,30.738427081040598,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 04:00:00,74,0.0,POINT (30.738427081040598 46.19881226030347)
5,0.0,0.0,0.0,0.0,46.2007700342374,30.735582804700467,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 05:00:00,74,0.0,POINT (30.735582804700467 46.2007700342374)
6,0.0,0.0,0.0,0.0,46.19532151928667,30.73513152386506,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 06:00:00,74,0.0,POINT (30.73513152386506 46.19532151928667)
7,0.0,0.0,0.0,0.0,46.19605917358385,30.72798791706096,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 07:00:00,74,0.0,POINT (30.72798791706096 46.19605917358385)
8,0.0,0.0,0.0,0.0,46.19587580044602,30.723222416248134,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 08:00:00,74,0.0,POINT (30.723222416248134 46.19587580044602)
9,0.0,0.0,0.0,0.0,46.19772478913424,30.71599408650094,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 09:00:00,74,0.0,POINT (30.71599408650094 46.19772478913424)
10,0.0,0.0,0.0,0.0,46.196923685386544,30.7115251389666,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 10:00:00,74,0.0,POINT (30.7115251389666 46.196923685386544)
11,0.0,0.0,0.0,0.0,46.19903534363145,30.71639984143467,46.20002,30.75078,0.0,46.20002,30.75078,2016-10-07 11:00:00,74,0.0,POINT (30.71639984143467 46.19903534363145)
