obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,45.59998321533203,30.74841943040706,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 00:00:00,56,0.0,POINT (30.74841943040706 45.59998321533203)
1,0.0,0.0,0.0,0.0,45.60305211418464,30.7487220946644,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 01:00:00,56,0.0,POINT (30.7487220946644 45.60305211418464)
2,0.0,0.0,0.0,0.0,45.60703094672907,30.748819972941345,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 02:00:00,56,0.0,POINT (30.748819972941345 45.60703094672907)
3,0.0,0.0,0.0,0.0,45.60683584256456,30.74620508653807,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 03:00:00,56,0.0,POINT (30.74620508653807 45.60683584256456)
4,0.0,0.0,0.0,0.0,45.608812403229784,30.746165603377975,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 04:00:00,56,0.0,POINT (30.746165603377975 45.608812403229784)
5,0.0,0.0,0.0,0.0,45.61096790369222,30.743023024033572,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 05:00:00,56,0.0,POINT (30.743023024033572 45.61096790369222)
6,0.0,0.0,0.0,0.0,45.61610236191814,30.73590943328343,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 06:00:00,56,0.0,POINT (30.73590943328343 45.61610236191814)
7,0.0,0.0,0.0,0.0,45.6184246211174,30.73051848159456,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 07:00:00,56,0.0,POINT (30.73051848159456 45.6184246211174)
8,0.0,0.0,0.0,0.0,45.61726360522639,30.73623778172825,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 08:00:00,56,0.0,POINT (30.73623778172825 45.61726360522639)
9,0.0,0.0,0.0,0.0,45.62105048694798,30.72811438374479,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 09:00:00,56,0.0,POINT (30.72811438374479 45.62105048694798)
10,0.0,0.0,0.0,0.0,45.62245200046921,30.72768822283317,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 10:00:00,56,0.0,POINT (30.72768822283317 45.62245200046921)
11,0.0,0.0,0.0,0.0,45.62612968345722,30.717910381596443,45.599983,30.748419,0.0,45.599983,30.748419,2016-10-07 11:00:00,56,0.0,POINT (30.717910381596443 45.62612968345722)
