obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,46.20000457763672,30.752811986649622,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 00:00:00,66,0.0,POINT (30.752811986649622 46.20000457763672)
1,0.0,0.0,0.0,0.0,46.197998810787595,30.751575250259396,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 01:00:00,66,0.0,POINT (30.751575250259396 46.197998810787595)
2,0.0,0.0,0.0,0.0,46.19432219818348,30.74948356959473,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 02:00:00,66,0.0,POINT (30.74948356959473 46.19432219818348)
3,0.0,0.0,0.0,0.0,46.19132637556944,30.742388405623572,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 03:00:00,66,0.0,POINT (30.742388405623572 46.19132637556944)
4,0.0,0.0,0.0,0.0,46.19260950735391,30.744607459065048,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 04:00:00,66,0.0,POINT (30.744607459065048 46.19260950735391)
5,0.0,0.0,0.0,0.0,46.19177814645475,30.74491468185292,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 05:00:00,66,0.0,POINT (30.74491468185292 46.19177814645475)
6,0.0,0.0,0.0,0.0,46.19665706094553,30.741830400977367,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 06:00:00,66,0.0,POINT (30.741830400977367 46.19665706094553)
7,0.0,0.0,0.0,0.0,46.19506385321093,30.747493875306,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 07:00:00,66,0.0,POINT (30.747493875306 46.19506385321093)
8,0.0,0.0,0.0,0.0,46.19043936572024,30.751491568834762,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 08:00:00,66,0.0,POINT (30.751491568834762 46.19043936572024)
9,0.0,0.0,0.0,0.0,46.18795817961979,30.752695159020682,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 09:00:00,66,0.0,POINT (30.752695159020682 46.18795817961979)
10,0.0,0.0,0.0,0.0,46.18445416600268,30.75701702919255,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 10:00:00,66,0.0,POINT (30.75701702919255 46.18445416600268)
11,0.0,0.0,0.0,0.0,46.18796944733336,30.75557518776313,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 11:00:00,66,0.0,POINT (30.75557518776313 46.18796944733336)
12,0.0,0.0,0.0,0.0,46.18907532324068,30.757919616502285,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 12:00:00,66,0.0,POINT (30.757919616502285 46.18907532324068)
13,0.0,0.0,0.0,0.0,46.18699490692803,30.757521123029512,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 13:00:00,66,0.0,POINT (30.757521123029512 46.18699490692803)
14,0.0,0.0,0.0,0.0,46.18200361863138,30.759321644992173,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 14:00:00,66,0.0,POINT (30.759321644992173 46.18200361863138)
15,0.0,0.0,0.0,0.0,46.18338049852031,30.763241830321995,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 15:00:00,66,0.0,POINT (30.763241830321995 46.18338049852031)
16,0.0,0.0,0.0,0.0,46.18117608345092,30.762278611243257,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 16:00:00,66,0.0,POINT (30.762278611243257 46.18117608345092)
17,0.0,0.0,0.0,0.0,46.18112624663144,30.75608564530172,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 17:00:00,66,0.0,POINT (30.75608564530172 46.18112624663144)
18,0.0,0.0,0.0,0.0,46.17771204319815,30.75232786186055,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 18:00:00,66,0.0,POINT (30.75232786186055 46.17771204319815)
19,0.0,0.0,0.0,0.0,46.184268747515915,30.75041578874245,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 19:00:00,66,0.0,POINT (30.75041578874245 46.184268747515915)
20,0.0,0.0,0.0,0.0,46.18322802365265,30.744908002185447,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 20:00:00,66,0.0,POINT (30.744908002185447 46.18322802365265)
21,0.0,0.0,0.0,0.0,46.18234338337005,30.73077474204285,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 21:00:00,66,0.0,POINT (30.73077474204285 46.18234338337005)
22,0.0,0.0,0.0,0.0,46.178775465098795,30.72185375306923,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 22:00:00,66,0.0,POINT (30.72185375306923 46.178775465098795)
23,0.0,0.0,0.0,0.0,46.1819344865099,30.72185231540254,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-06 23:00:00,66,0.0,POINT (30.72185231540254 46.1819344865099)
24,0.0,0.0,0.0,0.0,46.181776817750396,30.716218573803385,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 00:00:00,66,0.0,POINT (30.716218573803385 46.181776817750396)
25,0.0,0.0,0.0,0.0,46.181377067462456,30.71434210965085,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 01:00:00,66,0.0,POINT (30.71434210965085 46.181377067462456)
26,0.0,0.0,0.0,0.0,46.18594901426127,30.71051305009133,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 02:00:00,66,0.0,POINT (30.71051305009133 46.18594901426127)
27,0.0,0.0,0.0,0.0,46.18197620080269,30.710461223147785,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 03:00:00,66,0.0,POINT (30.710461223147785 46.18197620080269)
28,0.0,0.0,0.0,0.0,46.18019073063237,30.707961593715126,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 04:00:00,66,0.0,POINT (30.707961593715126 46.18019073063237)
29,0.0,0.0,0.0,0.0,46.1797626596399,30.708663099464918,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 05:00:00,66,0.0,POINT (30.708663099464918 46.1797626596399)
30,0.0,0.0,0.0,0.0,46.178254972131136,30.709861204575482,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 06:00:00,66,0.0,POINT (30.709861204575482 46.178254972131136)
31,0.0,0.0,0.0,0.0,46.17838557287141,30.708619839071208,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 07:00:00,66,0.0,POINT (30.708619839071208 46.17838557287141)
32,0.0,0.0,0.0,0.0,46.17911339935567,30.707810734563814,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 08:00:00,66,0.0,POINT (30.707810734563814 46.17911339935567)
33,0.0,0.0,0.0,0.0,46.17449842438486,30.702215119786807,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 09:00:00,66,0.0,POINT (30.702215119786807 46.17449842438486)
34,0.0,0.0,0.0,0.0,46.16931906160958,30.70191470622659,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 10:00:00,66,0.0,POINT (30.70191470622659 46.16931906160958)
35,0.0,0.0,0.0,0.0,46.16322076918767,30.694772041967834,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 11:00:00,66,0.0,POINT (30.694772041967834 46.16322076918767)
36,0.0,0.0,0.0,0.0,46.169365336438666,30.6983105725074,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 12:00:00,66,0.0,POINT (30.6983105725074 46.169365336438666)
37,0.0,0.0,0.0,0.0,46.16943581998408,30.69501097329861,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 13:00:00,66,0.0,POINT (30.69501097329861 46.16943581998408)
38,0.0,0.0,0.0,0.0,46.172532457575485,30.69417387441246,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 14:00:00,66,0.0,POINT (30.69417387441246 46.172532457575485)
39,0.0,0.0,0.0,0.0,46.17363971417862,30.693400662782377,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 15:00:00,66,0.0,POINT (30.693400662782377 46.17363971417862)
40,0.0,0.0,0.0,0.0,46.171454437827194,30.68819299966915,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 16:00:00,66,0.0,POINT (30.68819299966915 46.171454437827194)
41,0.0,0.0,0.0,0.0,46.17271292967971,30.682278649358732,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 17:00:00,66,0.0,POINT (30.682278649358732 46.17271292967971)
42,0.0,0.0,0.0,0.0,46.17245764440326,30.680310180131933,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 18:00:00,66,0.0,POINT (30.680310180131933 46.17245764440326)
43,0.0,0.0,0.0,0.0,46.17831238646653,30.675448299474088,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 19:00:00,66,0.0,POINT (30.675448299474088 46.17831238646653)
44,0.0,0.0,0.0,0.0,46.17976760179564,30.6776429745182,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 20:00:00,66,0.0,POINT (30.6776429745182 46.17976760179564)
45,0.0,0.0,0.0,0.0,46.18497225956611,30.672443134710516,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 21:00:00,66,0.0,POINT (30.672443134710516 46.18497225956611)
46,0.0,0.0,0.0,0.0,46.18413565577578,30.664816429415218,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 22:00:00,66,0.0,POINT (30.664816429415218 46.18413565577578)
47,0.0,0.0,0.0,0.0,46.18362651840579,30.661005834597354,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-07 23:00:00,66,0.0,POINT (30.661005834597354 46.18362651840579)
48,0.0,0.0,0.0,0.0,46.18604536315257,30.659199455885858,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-08 00:00:00,66,0.0,POINT (30.659199455885858 46.18604536315257)
49,0.0,0.0,0.0,0.0,46.18484718141246,30.661718484991553,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-08 01:00:00,66,0.0,POINT (30.661718484991553 46.18484718141246)
50,0.0,0.0,0.0,0.0,46.18347441554468,30.660528016417615,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-08 02:00:00,66,0.0,POINT (30.660528016417615 46.18347441554468)
51,0.0,0.0,0.0,0.0,46.18674804393457,30.6618070991003,46.200005,30.752811,0.0,46.200005,30.752811,2016-10-08 03:00:00,66,0.0,POINT (30.6618070991003 46.18674804393457)
