obs,age,beached,distance_shore,distance_traj,lat,lon,origin_lat,origin_lon,out_of_bounds,prev_lat,prev_lon,time,trajectory,z,geometry
0,0.0,0.0,0.0,0.0,46.199886322021484,30.750986608536543,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 00:00:00,60,0.0,POINT (30.750986608536543 46.199886322021484)
1,0.0,0.0,0.0,0.0,46.198516743005555,30.74771480472773,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 01:00:00,60,0.0,POINT (30.74771480472773 46.198516743005555)
2,0.0,0.0,0.0,0.0,46.19638515698443,30.750228499716965,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 02:00:00,60,0.0,POINT (30.750228499716965 46.19638515698443)
3,0.0,0.0,0.0,0.0,46.19520163125622,30.749283569847147,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 03:00:00,60,0.0,POINT (30.749283569847147 46.19520163125622)
4,0.0,0.0,0.0,0.0,46.19710747951829,30.74533244196424,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 04:00:00,60,0.0,POINT (30.74533244196424 46.19710747951829)
5,0.0,0.0,0.0,0.0,46.19694522457214,30.744172690948815,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 05:00:00,60,0.0,POINT (30.744172690948815 46.19694522457214)
6,0.0,0.0,0.0,0.0,46.19722880996244,30.744256130509235,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 06:00:00,60,0.0,POINT (30.744256130509235 46.19722880996244)
7,0.0,0.0,0.0,0.0,46.194901305639604,30.74126537887019,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 07:00:00,60,0.0,POINT (30.74126537887019 46.194901305639604)
8,0.0,0.0,0.0,0.0,46.19453183778054,30.743574135646572,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 08:00:00,60,0.0,POINT (30.743574135646572 46.19453183778054)
9,0.0,0.0,0.0,0.0,46.19375397164391,30.740624233858647,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 09:00:00,60,0.0,POINT (30.740624233858647 46.19375397164391)
10,0.0,0.0,0.0,0.0,46.19448381490205,30.747351415043987,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 10:00:00,60,0.0,POINT (30.747351415043987 46.19448381490205)
11,0.0,0.0,0.0,0.0,46.19600455873891,30.74283376150708,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 11:00:00,60,0.0,POINT (30.74283376150708 46.19600455873891)
12,0.0,0.0,0.0,0.0,46.19225284346468,30.738942888313428,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 12:00:00,60,0.0,POINT (30.738942888313428 46.19225284346468)
13,0.0,0.0,0.0,0.0,46.18951138027755,30.73648865260833,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 13:00:00,60,0.0,POINT (30.73648865260833 46.18951138027755)
14,0.0,0.0,0.0,0.0,46.18841094527642,30.744210019329756,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 14:00:00,60,0.0,POINT (30.744210019329756 46.18841094527642)
15,0.0,0.0,0.0,0.0,46.18371509109324,30.745343248539708,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 15:00:00,60,0.0,POINT (30.745343248539708 46.18371509109324)
16,0.0,0.0,0.0,0.0,46.183649147110174,30.743842851321585,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 16:00:00,60,0.0,POINT (30.743842851321585 46.183649147110174)
17,0.0,0.0,0.0,0.0,46.18038680830774,30.74885622733568,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 17:00:00,60,0.0,POINT (30.74885622733568 46.18038680830774)
18,0.0,0.0,0.0,0.0,46.17606098684993,30.740144837831163,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 18:00:00,60,0.0,POINT (30.740144837831163 46.17606098684993)
19,0.0,0.0,0.0,0.0,46.172050396853436,30.743897612379037,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 19:00:00,60,0.0,POINT (30.743897612379037 46.172050396853436)
20,0.0,0.0,0.0,0.0,46.170015039949284,30.742251171525677,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 20:00:00,60,0.0,POINT (30.742251171525677 46.170015039949284)
21,0.0,0.0,0.0,0.0,46.17122256309548,30.735769104670716,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 21:00:00,60,0.0,POINT (30.735769104670716 46.17122256309548)
22,0.0,0.0,0.0,0.0,46.169881180037585,30.741174913702608,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 22:00:00,60,0.0,POINT (30.741174913702608 46.169881180037585)
23,0.0,0.0,0.0,0.0,46.17052274625678,30.740146518454626,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-06 23:00:00,60,0.0,POINT (30.740146518454626 46.17052274625678)
24,0.0,0.0,0.0,0.0,46.16872019059803,30.734855514036877,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 00:00:00,60,0.0,POINT (30.734855514036877 46.16872019059803)
25,0.0,0.0,0.0,0.0,46.164141579800294,30.733703120073024,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 01:00:00,60,0.0,POINT (30.733703120073024 46.164141579800294)
26,0.0,0.0,0.0,0.0,46.16237582985849,30.734491239916828,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 02:00:00,60,0.0,POINT (30.734491239916828 46.16237582985849)
27,0.0,0.0,0.0,0.0,46.16286772209132,30.736747772105744,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 03:00:00,60,0.0,POINT (30.736747772105744 46.16286772209132)
28,0.0,0.0,0.0,0.0,46.16298650829136,30.733264649394926,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 04:00:00,60,0.0,POINT (30.733264649394926 46.16298650829136)
29,0.0,0.0,0.0,0.0,46.16640792324909,30.731475020866473,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 05:00:00,60,0.0,POINT (30.731475020866473 46.16640792324909)
30,0.0,0.0,0.0,0.0,46.16597669312685,30.731368022237554,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 06:00:00,60,0.0,POINT (30.731368022237554 46.16597669312685)
31,0.0,0.0,0.0,0.0,46.17197894962147,30.728574117223108,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 07:00:00,60,0.0,POINT (30.728574117223108 46.17197894962147)
32,0.0,0.0,0.0,0.0,46.16620833513428,30.724173669626765,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 08:00:00,60,0.0,POINT (30.724173669626765 46.16620833513428)
33,0.0,0.0,0.0,0.0,46.165625376108046,30.724926864554302,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 09:00:00,60,0.0,POINT (30.724926864554302 46.165625376108046)
34,0.0,0.0,0.0,0.0,46.16861507538335,30.726670244592572,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 10:00:00,60,0.0,POINT (30.726670244592572 46.16861507538335)
35,0.0,0.0,0.0,0.0,46.16464920237603,30.72559111293818,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 11:00:00,60,0.0,POINT (30.72559111293818 46.16464920237603)
36,0.0,0.0,0.0,0.0,46.16514395460264,30.71693514037046,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 12:00:00,60,0.0,POINT (30.71693514037046 46.16514395460264)
37,0.0,0.0,0.0,0.0,46.15767143114294,30.714841163200344,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 13:00:00,60,0.0,POINT (30.714841163200344 46.15767143114294)
38,0.0,0.0,0.0,0.0,46.15681120475431,30.71623366278133,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 14:00:00,60,0.0,POINT (30.71623366278133 46.15681120475431)
39,0.0,0.0,0.0,0.0,46.15154246722282,30.710314843134807,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 15:00:00,60,0.0,POINT (30.710314843134807 46.15154246722282)
40,0.0,0.0,0.0,0.0,46.15008767218037,30.704647450590453,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 16:00:00,60,0.0,POINT (30.704647450590453 46.15008767218037)
41,0.0,0.0,0.0,0.0,46.14689975872018,30.704059176427617,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 17:00:00,60,0.0,POINT (30.704059176427617 46.14689975872018)
42,0.0,0.0,0.0,0.0,46.144972880339935,30.696223939781774,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 18:00:00,60,0.0,POINT (30.696223939781774 46.144972880339935)
43,0.0,0.0,0.0,0.0,46.14170310822958,30.693997298009215,46.199886,30.750986,0.0,46.199886,30.750986,2016-10-07 19:00:00,60,0.0,POINT (30.693997298009215 46.14170310822958)
